date,product_id,partner_id,forecast_units,forecast_lower,forecast_upper,forecast_model,forecast_accuracy_mape
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-003,576,476,676,Ensemble,0.0783
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-003,551,455,647,Ensemble,0.0834
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-003,561,463,659,Ensemble,0.0828
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-003,542,448,636,Ensemble,0.0861
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-003,796,657,935,Ensemble,0.0918
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-003,784,648,920,Ensemble,0.0771
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-003,809,668,950,Ensemble,0.0833
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-003,763,630,896,Ensemble,0.0886
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-004,436,360,512,Ensemble,0.0938
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-004,422,349,495,Ensemble,0.0815
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-004,414,342,486,Ensemble,0.0851
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-004,441,364,518,Ensemble,0.0871
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-004,439,363,515,Ensemble,0.0886
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-004,422,349,495,Ensemble,0.0779
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-004,434,358,510,Ensemble,0.0893
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-004,447,369,525,Ensemble,0.0826
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-004,612,506,718,Ensemble,0.0962
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-004,664,548,780,Ensemble,0.092
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-004,611,505,717,Ensemble,0.0878
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-004,659,544,774,Ensemble,0.0947
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-005,335,277,393,Ensemble,0.0898
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-005,341,282,400,Ensemble,0.0916
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-005,333,275,391,Ensemble,0.0855
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-005,326,269,383,Ensemble,0.0911
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-005,327,270,384,Ensemble,0.0959
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-005,347,287,407,Ensemble,0.094
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-005,352,291,413,Ensemble,0.079
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-005,318,263,373,Ensemble,0.0835
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-005,507,419,595,Ensemble,0.08
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-005,511,422,600,Ensemble,0.0904
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-005,519,429,609,Ensemble,0.0801
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-005,468,387,549,Ensemble,0.086
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-006,307,254,360,Ensemble,0.0826
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-006,342,282,402,Ensemble,0.0778
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-006,328,271,385,Ensemble,0.0833
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-006,325,268,382,Ensemble,0.0895
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-006,310,256,364,Ensemble,0.0821
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-006,346,286,406,Ensemble,0.0867
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-006,361,298,424,Ensemble,0.0872
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-006,319,263,375,Ensemble,0.0911
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-006,460,380,540,Ensemble,0.0809
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-006,483,399,567,Ensemble,0.0773
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-006,470,388,552,Ensemble,0.0904
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-006,498,411,585,Ensemble,0.077
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-007,496,410,582,Ensemble,0.0863
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-007,501,414,588,Ensemble,0.0916
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-007,472,390,554,Ensemble,0.0954
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-007,523,432,614,Ensemble,0.081
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-007,473,391,555,Ensemble,0.0894
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-007,504,416,592,Ensemble,0.0922
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-007,576,476,676,Ensemble,0.0804
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-007,498,411,585,Ensemble,0.0848
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-007,748,618,878,Ensemble,0.0888
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-007,669,553,785,Ensemble,0.0917
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-007,780,644,916,Ensemble,0.0937
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-007,737,609,865,Ensemble,0.081
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-008,239,197,281,Ensemble,0.0771
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-008,234,193,275,Ensemble,0.0813
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-008,234,193,275,Ensemble,0.0822
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-008,271,224,318,Ensemble,0.0819
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-008,240,198,282,Ensemble,0.0866
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-008,245,202,288,Ensemble,0.0883
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-008,235,194,276,Ensemble,0.0894
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-008,245,202,288,Ensemble,0.0902
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-008,332,274,390,Ensemble,0.0771
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-008,373,308,438,Ensemble,0.0929
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-008,364,301,427,Ensemble,0.088
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-008,376,311,441,Ensemble,0.0781
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-009,141,116,166,Ensemble,0.0943
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-009,150,124,176,Ensemble,0.0866
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-009,143,118,168,Ensemble,0.0799
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-009,143,118,168,Ensemble,0.0861
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-009,157,130,184,Ensemble,0.0777
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-009,157,130,184,Ensemble,0.0771
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-009,141,116,166,Ensemble,0.0944
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-009,140,116,164,Ensemble,0.0906
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-009,205,169,241,Ensemble,0.0776
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-009,221,183,259,Ensemble,0.0836
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-009,198,164,232,Ensemble,0.0909
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-009,205,169,241,Ensemble,0.0848
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-010,185,153,217,Ensemble,0.0883
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-010,163,135,191,Ensemble,0.0928
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-010,183,151,215,Ensemble,0.0935
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-010,181,150,212,Ensemble,0.0845
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-010,177,146,208,Ensemble,0.0872
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-010,173,143,203,Ensemble,0.0899
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-010,179,148,210,Ensemble,0.0958
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-010,183,151,215,Ensemble,0.0938
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-010,255,211,299,Ensemble,0.0912
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-010,258,213,303,Ensemble,0.0775
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-010,259,214,304,Ensemble,0.0929
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-010,256,211,301,Ensemble,0.0788
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-011,108,89,127,Ensemble,0.0778
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-011,109,90,128,Ensemble,0.0797
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-011,112,93,131,Ensemble,0.0941
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-011,119,98,140,Ensemble,0.0817
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-011,114,94,134,Ensemble,0.083
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-011,115,95,135,Ensemble,0.0862
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-011,117,97,137,Ensemble,0.0967
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-011,122,101,143,Ensemble,0.0859
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-011,160,132,188,Ensemble,0.0849
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-011,157,130,184,Ensemble,0.0801
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-011,167,138,196,Ensemble,0.0837
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-011,173,143,203,Ensemble,0.0966
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-012,69,57,81,Ensemble,0.0938
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-012,81,67,95,Ensemble,0.0896
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-012,75,62,88,Ensemble,0.0948
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-012,80,66,94,Ensemble,0.0945
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-012,76,63,89,Ensemble,0.0811
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-012,75,62,88,Ensemble,0.0825
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-012,74,61,87,Ensemble,0.0817
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-012,78,64,92,Ensemble,0.0793
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-012,113,93,133,Ensemble,0.0773
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-012,114,94,134,Ensemble,0.0779
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-012,106,88,124,Ensemble,0.083
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-012,112,93,131,Ensemble,0.0946
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-013,67,55,79,Ensemble,0.0906
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-013,67,55,79,Ensemble,0.0868
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-013,66,55,77,Ensemble,0.0948
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-013,73,60,86,Ensemble,0.097
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-013,72,59,85,Ensemble,0.0855
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-013,71,59,83,Ensemble,0.0777
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-013,71,59,83,Ensemble,0.0848
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-013,73,60,86,Ensemble,0.0946
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-013,96,79,113,Ensemble,0.0922
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-013,104,86,122,Ensemble,0.0905
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-013,98,81,115,Ensemble,0.0823
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-013,103,85,121,Ensemble,0.0866
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-001,3247,2682,3812,Ensemble,0.0791
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-001,3302,2727,3877,Ensemble,0.0871
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-001,3379,2791,3967,Ensemble,0.0823
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-001,3504,2894,4114,Ensemble,0.0859
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-001,3528,2914,4142,Ensemble,0.08
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-001,3840,3172,4508,Ensemble,0.0792
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-001,3567,2946,4188,Ensemble,0.0874
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-001,3560,2941,4179,Ensemble,0.0893
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-001,5386,4449,6323,Ensemble,0.0893
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-001,5312,4388,6236,Ensemble,0.0825
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-001,5388,4450,6326,Ensemble,0.0888
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-001,4855,4010,5700,Ensemble,0.0823
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-002,2331,1925,2737,Ensemble,0.0897
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-002,2243,1853,2633,Ensemble,0.0948
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-002,2385,1970,2800,Ensemble,0.0821
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-002,2379,1965,2793,Ensemble,0.0785
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-002,2341,1934,2748,Ensemble,0.0878
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-002,2425,2003,2847,Ensemble,0.0812
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-002,2178,1799,2557,Ensemble,0.0835
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-002,2306,1905,2707,Ensemble,0.0839
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-002,3349,2766,3932,Ensemble,0.0783
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-002,3336,2756,3916,Ensemble,0.0854
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-002,3433,2836,4030,Ensemble,0.0914
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-002,3156,2607,3705,Ensemble,0.0825
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-003,1340,1107,1573,Ensemble,0.0855
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-003,1337,1104,1570,Ensemble,0.0863
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-003,1445,1194,1696,Ensemble,0.0799
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-003,1445,1194,1696,Ensemble,0.0845
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-003,1469,1213,1725,Ensemble,0.0955
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-003,1441,1190,1692,Ensemble,0.0863
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-003,1580,1305,1855,Ensemble,0.0938
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-003,1564,1292,1836,Ensemble,0.0956
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-003,2197,1815,2579,Ensemble,0.0906
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-003,2203,1820,2586,Ensemble,0.0908
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-003,2225,1838,2612,Ensemble,0.0859
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-003,2143,1770,2516,Ensemble,0.0772
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-004,1102,910,1294,Ensemble,0.0831
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-004,1143,944,1342,Ensemble,0.0968
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-004,1129,933,1325,Ensemble,0.0909
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-004,1029,850,1208,Ensemble,0.0888
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-004,1035,855,1215,Ensemble,0.0951
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-004,1059,875,1243,Ensemble,0.0918
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-004,1083,895,1271,Ensemble,0.0953
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-004,1175,971,1379,Ensemble,0.0887
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-004,1549,1279,1819,Ensemble,0.0779
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-004,1507,1245,1769,Ensemble,0.095
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-004,1543,1275,1811,Ensemble,0.0816
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-004,1726,1426,2026,Ensemble,0.0915
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-005,896,740,1052,Ensemble,0.0968
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-005,924,763,1085,Ensemble,0.0873
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-005,895,739,1051,Ensemble,0.0945
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-005,922,762,1082,Ensemble,0.0806
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-005,906,748,1064,Ensemble,0.0948
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-005,850,702,998,Ensemble,0.0858
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-005,923,762,1084,Ensemble,0.0774
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-005,882,729,1035,Ensemble,0.0789
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-005,1245,1028,1462,Ensemble,0.0864
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-005,1217,1005,1429,Ensemble,0.0945
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-005,1346,1112,1580,Ensemble,0.0875
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-005,1282,1059,1505,Ensemble,0.0853
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-006,885,731,1039,Ensemble,0.0833
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-006,886,732,1040,Ensemble,0.0855
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-006,933,771,1095,Ensemble,0.0821
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-006,891,736,1046,Ensemble,0.0778
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-006,940,776,1104,Ensemble,0.0882
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-006,928,767,1089,Ensemble,0.083
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-006,911,752,1070,Ensemble,0.0818
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-006,1002,828,1176,Ensemble,0.0871
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-006,1328,1097,1559,Ensemble,0.0821
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-006,1277,1055,1499,Ensemble,0.0963
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-006,1282,1059,1505,Ensemble,0.0823
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-006,1322,1092,1552,Ensemble,0.0854
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-007,1138,940,1336,Ensemble,0.0786
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-007,1281,1058,1504,Ensemble,0.0875
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-007,1233,1018,1448,Ensemble,0.0961
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-007,1243,1027,1459,Ensemble,0.0909
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-007,1282,1059,1505,Ensemble,0.0797
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-007,1239,1023,1455,Ensemble,0.0969
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-007,1280,1057,1503,Ensemble,0.0942
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-007,1212,1001,1423,Ensemble,0.0819
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-007,1865,1540,2190,Ensemble,0.096
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-007,1706,1409,2003,Ensemble,0.0879
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-007,1862,1538,2186,Ensemble,0.0805
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-007,1784,1474,2094,Ensemble,0.0849
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-008,618,510,726,Ensemble,0.088
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-008,582,481,683,Ensemble,0.0867
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-008,635,525,745,Ensemble,0.0908
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-008,661,546,776,Ensemble,0.0852
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-008,666,550,782,Ensemble,0.0852
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-008,616,509,723,Ensemble,0.0852
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-008,642,530,754,Ensemble,0.0932
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-008,642,530,754,Ensemble,0.0955
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-008,905,748,1062,Ensemble,0.0909
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-008,858,709,1007,Ensemble,0.0824
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-008,915,756,1074,Ensemble,0.0847
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-008,910,752,1068,Ensemble,0.0838
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-009,386,319,453,Ensemble,0.0933
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-009,357,295,419,Ensemble,0.0892
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-009,376,311,441,Ensemble,0.0937
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-009,388,320,456,Ensemble,0.0845
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-009,387,320,454,Ensemble,0.0851
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-009,352,291,413,Ensemble,0.0797
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-009,397,328,466,Ensemble,0.0786
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-009,405,335,475,Ensemble,0.0952
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-009,530,438,622,Ensemble,0.0778
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-009,550,454,646,Ensemble,0.0923
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-009,524,433,615,Ensemble,0.0875
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-009,559,462,656,Ensemble,0.0915
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-010,480,396,564,Ensemble,0.0788
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-010,446,368,524,Ensemble,0.0926
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-010,455,376,534,Ensemble,0.0888
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-010,445,368,522,Ensemble,0.0803
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-010,451,373,529,Ensemble,0.096
2025-10-27,ACC-LIGHTNING-USBC,PARTNER-010,478,395,561,Ensemble,0.0782
2025-11-03,ACC-LIGHTNING-USBC,PARTNER-010,457,377,537,Ensemble,0.0831
2025-11-10,ACC-LIGHTNING-USBC,PARTNER-010,492,406,578,Ensemble,0.089
2025-11-17,ACC-LIGHTNING-USBC,PARTNER-010,688,568,808,Ensemble,0.0774
2025-11-24,ACC-LIGHTNING-USBC,PARTNER-010,701,579,823,Ensemble,0.0906
2025-12-01,ACC-LIGHTNING-USBC,PARTNER-010,653,539,767,Ensemble,0.0823
2025-12-08,ACC-LIGHTNING-USBC,PARTNER-010,680,562,798,Ensemble,0.0969
2025-09-22,ACC-LIGHTNING-USBC,PARTNER-011,280,231,329,Ensemble,0.0799
2025-09-29,ACC-LIGHTNING-USBC,PARTNER-011,312,258,366,Ensemble,0.0941
2025-10-06,ACC-LIGHTNING-USBC,PARTNER-011,318,263,373,Ensemble,0.0794
2025-10-13,ACC-LIGHTNING-USBC,PARTNER-011,281,232,330,Ensemble,0.0963
2025-10-20,ACC-LIGHTNING-USBC,PARTNER-011,307,254,360,Ensemble,0.0928
