date,product_id,partner_id,forecast_units,forecast_lower,forecast_upper,forecast_model,forecast_accuracy_mape
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-002,1045,840,1250,Prophet,0.0936
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-002,962,764,1160,RF,0.1034
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-002,1010,834,1186,Ensemble,0.0839
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-002,1457,1122,1792,ARIMA,0.1196
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-002,1282,1031,1533,Prophet,0.1021
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-002,1460,1159,1761,RF,0.1032
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-002,1427,1179,1675,Ensemble,0.085
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-002,1385,1066,1704,ARIMA,0.1229
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-002,1455,1170,1740,Prophet,0.0994
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-002,1538,1221,1855,RF,0.1052
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-002,1501,1240,1762,Ensemble,0.0947
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-002,1313,1011,1615,ARIMA,0.1224
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-002,1413,1136,1690,Prophet,0.0914
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-002,1484,1178,1790,RF,0.0979
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-002,1466,1211,1721,Ensemble,0.0951
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-002,1564,1204,1924,ARIMA,0.1103
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-002,1410,1134,1686,Prophet,0.0935
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-002,1359,1079,1639,RF,0.0978
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-002,1512,1249,1775,Ensemble,0.0818
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-003,581,447,715,ARIMA,0.1201
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-003,554,445,663,Prophet,0.0917
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-003,574,456,692,RF,0.0983
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-003,591,488,694,Ensemble,0.0797
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-003,550,424,676,ARIMA,0.1052
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-003,516,415,617,Prophet,0.1065
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-003,543,431,655,RF,0.0978
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-003,559,462,656,Ensemble,0.083
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-003,622,479,765,ARIMA,0.112
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-003,522,420,624,Prophet,0.0888
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-003,618,491,745,RF,0.0993
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-003,542,448,636,Ensemble,0.0815
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-003,523,403,643,ARIMA,0.1089
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-003,510,410,610,Prophet,0.0935
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-003,507,403,611,RF,0.1079
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-003,574,474,674,Ensemble,0.0924
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-003,504,388,620,ARIMA,0.1197
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-003,588,473,703,Prophet,0.1071
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-003,570,453,687,RF,0.0974
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-003,576,476,676,Ensemble,0.0783
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-003,584,450,718,ARIMA,0.123
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-003,582,468,696,Prophet,0.0915
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-003,580,461,699,RF,0.0951
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-003,551,455,647,Ensemble,0.0834
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-003,603,464,742,ARIMA,0.1148
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-003,549,441,657,Prophet,0.0955
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-003,600,476,724,RF,0.1043
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-003,561,463,659,Ensemble,0.0828
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-003,542,417,667,ARIMA,0.1117
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-003,548,441,655,Prophet,0.0957
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-003,542,430,654,RF,0.1036
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-003,542,448,636,Ensemble,0.0861
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-003,747,575,919,ARIMA,0.1249
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-003,832,669,995,Prophet,0.0935
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-003,845,671,1019,RF,0.1093
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-003,796,657,935,Ensemble,0.0918
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-003,820,631,1009,ARIMA,0.1185
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-003,818,658,978,Prophet,0.0925
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-003,785,623,947,RF,0.0947
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-003,784,648,920,Ensemble,0.0771
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-003,844,650,1038,ARIMA,0.1107
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-003,835,671,999,Prophet,0.0923
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-003,790,627,953,RF,0.1075
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-003,809,668,950,Ensemble,0.0833
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-003,838,645,1031,ARIMA,0.1067
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-003,798,642,954,Prophet,0.0897
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-003,805,639,971,RF,0.0962
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-003,763,630,896,Ensemble,0.0886
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-004,401,309,493,ARIMA,0.113
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-004,415,334,496,Prophet,0.0904
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-004,418,332,504,RF,0.1022
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-004,436,360,512,Ensemble,0.0938
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-004,440,339,541,ARIMA,0.1058
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-004,465,374,556,Prophet,0.0953
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-004,442,351,533,RF,0.0952
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-004,422,349,495,Ensemble,0.0815
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-004,427,329,525,ARIMA,0.1075
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-004,418,336,500,Prophet,0.1074
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-004,412,327,497,RF,0.0991
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-004,414,342,486,Ensemble,0.0851
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-004,443,341,545,ARIMA,0.1152
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-004,421,338,504,Prophet,0.093
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-004,392,311,473,RF,0.095
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-004,441,364,518,Ensemble,0.0871
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-004,397,306,488,ARIMA,0.1164
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-004,435,350,520,Prophet,0.1073
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-004,453,360,546,RF,0.1062
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-004,439,363,515,Ensemble,0.0886
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-004,419,323,515,ARIMA,0.1182
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-004,399,321,477,Prophet,0.1016
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-004,399,317,481,RF,0.0974
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-004,422,349,495,Ensemble,0.0779
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-004,473,364,582,ARIMA,0.1158
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-004,447,359,535,Prophet,0.0901
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-004,441,350,532,RF,0.1108
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-004,434,358,510,Ensemble,0.0893
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-004,447,344,550,ARIMA,0.1137
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-004,459,369,549,Prophet,0.1027
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-004,451,358,544,RF,0.1082
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-004,447,369,525,Ensemble,0.0826
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-004,630,485,775,ARIMA,0.1182
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-004,613,493,733,Prophet,0.0979
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-004,588,467,709,RF,0.1019
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-004,612,506,718,Ensemble,0.0962
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-004,619,477,761,ARIMA,0.1241
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-004,618,497,739,Prophet,0.0978
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-004,570,453,687,RF,0.1076
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-004,664,548,780,Ensemble,0.092
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-004,590,454,726,ARIMA,0.1107
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-004,606,487,725,Prophet,0.1071
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-004,613,487,739,RF,0.1029
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-004,611,505,717,Ensemble,0.0878
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-004,653,503,803,ARIMA,0.121
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-004,639,514,764,Prophet,0.0973
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-004,686,545,827,RF,0.094
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-004,659,544,774,Ensemble,0.0947
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-005,333,256,410,ARIMA,0.1094
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-005,334,269,399,Prophet,0.1017
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-005,316,251,381,RF,0.0943
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-005,335,277,393,Ensemble,0.0898
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-005,320,246,394,ARIMA,0.1184
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-005,316,254,378,Prophet,0.101
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-005,317,252,382,RF,0.1126
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-005,341,282,400,Ensemble,0.0916
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-005,340,262,418,ARIMA,0.1163
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-005,351,282,420,Prophet,0.106
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-005,338,268,408,RF,0.0998
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-005,333,275,391,Ensemble,0.0855
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-005,315,243,387,ARIMA,0.1189
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-005,338,272,404,Prophet,0.0976
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-005,333,264,402,RF,0.1055
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-005,326,269,383,Ensemble,0.0911
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-005,304,234,374,ARIMA,0.1131
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-005,325,261,389,Prophet,0.0951
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-005,326,259,393,RF,0.103
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-005,327,270,384,Ensemble,0.0959
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-005,317,244,390,ARIMA,0.1108
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-005,346,278,414,Prophet,0.1055
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-005,323,256,390,RF,0.111
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-005,347,287,407,Ensemble,0.094
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-005,321,247,395,ARIMA,0.1088
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-005,355,285,425,Prophet,0.0897
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-005,324,257,391,RF,0.1011
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-005,352,291,413,Ensemble,0.079
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-005,358,276,440,ARIMA,0.109
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-005,334,269,399,Prophet,0.1017
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-005,327,260,394,RF,0.0948
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-005,318,263,373,Ensemble,0.0835
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-005,447,344,550,ARIMA,0.1232
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-005,467,375,559,Prophet,0.0976
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-005,499,396,602,RF,0.1068
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-005,507,419,595,Ensemble,0.08
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-005,468,360,576,ARIMA,0.1222
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-005,446,359,533,Prophet,0.0883
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-005,403,320,486,RF,0.0943
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-005,511,422,600,Ensemble,0.0904
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-005,497,383,611,ARIMA,0.1137
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-005,517,416,618,Prophet,0.1073
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-005,450,357,543,RF,0.1121
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-005,519,429,609,Ensemble,0.0801
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-005,508,391,625,ARIMA,0.1094
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-005,493,396,590,Prophet,0.0954
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-005,473,376,570,RF,0.1067
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-005,468,387,549,Ensemble,0.086
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-006,306,236,376,ARIMA,0.1062
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-006,320,257,383,Prophet,0.1046
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-006,347,276,418,RF,0.093
2025-09-22,ACC-APPLECARE-IPHONE,PARTNER-006,307,254,360,Ensemble,0.0826
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-006,321,247,395,ARIMA,0.106
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-006,334,269,399,Prophet,0.1006
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-006,320,254,386,RF,0.1115
2025-09-29,ACC-APPLECARE-IPHONE,PARTNER-006,342,282,402,Ensemble,0.0778
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-006,318,245,391,ARIMA,0.1076
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-006,345,277,413,Prophet,0.0949
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-006,337,268,406,RF,0.1045
2025-10-06,ACC-APPLECARE-IPHONE,PARTNER-006,328,271,385,Ensemble,0.0833
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-006,318,245,391,ARIMA,0.1148
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-006,318,256,380,Prophet,0.105
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-006,311,247,375,RF,0.106
2025-10-13,ACC-APPLECARE-IPHONE,PARTNER-006,325,268,382,Ensemble,0.0895
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-006,321,247,395,ARIMA,0.113
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-006,323,260,386,Prophet,0.0896
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-006,334,265,403,RF,0.1123
2025-10-20,ACC-APPLECARE-IPHONE,PARTNER-006,310,256,364,Ensemble,0.0821
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-006,319,246,392,ARIMA,0.1159
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-006,331,266,396,Prophet,0.1022
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-006,312,248,376,RF,0.1056
2025-10-27,ACC-APPLECARE-IPHONE,PARTNER-006,346,286,406,Ensemble,0.0867
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-006,340,262,418,ARIMA,0.1249
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-006,367,295,439,Prophet,0.095
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-006,345,274,416,RF,0.0985
2025-11-03,ACC-APPLECARE-IPHONE,PARTNER-006,361,298,424,Ensemble,0.0872
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-006,327,252,402,ARIMA,0.1075
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-006,347,279,415,Prophet,0.0965
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-006,334,265,403,RF,0.1023
2025-11-10,ACC-APPLECARE-IPHONE,PARTNER-006,319,263,375,Ensemble,0.0911
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-006,475,366,584,ARIMA,0.1128
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-006,463,372,554,Prophet,0.1021
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-006,426,338,514,RF,0.1129
2025-11-17,ACC-APPLECARE-IPHONE,PARTNER-006,460,380,540,Ensemble,0.0809
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-006,430,331,529,ARIMA,0.1136
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-006,485,390,580,Prophet,0.1032
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-006,483,384,582,RF,0.1016
2025-11-24,ACC-APPLECARE-IPHONE,PARTNER-006,483,399,567,Ensemble,0.0773
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-006,425,327,523,ARIMA,0.1052
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-006,502,404,600,Prophet,0.1064
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-006,442,351,533,RF,0.0966
2025-12-01,ACC-APPLECARE-IPHONE,PARTNER-006,470,388,552,Ensemble,0.0904
2025-12-08,ACC-APPLECARE-IPHONE,PARTNER-006,461,355,567,ARIMA,0.1172
